record_type,area_code,sec,icao,icao_code,sub,localizer_identifier,ils_category,localizer_frequency,runway_identifier,localizer_latitude,localizer_longitude,localizer_bearing,glide_slope_latitude,glide_slope_longitude,localizer_position,localizer_position_reference,glide_slope_position,localizer_width,glide_slope_angle,station_declination,glide_slope_height_lthr,glide_slope_elevation,supporting_facility_id,supporting_facility_icao,supporting_facility_section,supporting_facility_subsection,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123
S,AFR,P,FAHS,FA,I,HSI,1,10950,RW18,S24223528,E031032902,1780,S24203627,E031025652,1187,,0911,0000,300,W0160,50,01660,,,,,SAFRP FAHSFAIHSI 1   110950RW18 S24223528E0310329021780S24203627E0310256521187 09110000300W01605001660                     ,S,Simulation application continuation,SAFRP FAHSFAIHSI 1   2S    U  N                    16200N                              140                                 
S,AFR,P,FAKN,FA,I,PKI,1,10910,RW05,S25221220,E031065530,0540,S25232410,E031060680,0921,,0972,0000,300,W0190,50,02824,,,,,SAFRP FAKNFAIPKI 1   110910RW05 S25221220E0310655300540S25232410E0310606800921 09720000300W01905002824                     ,S,Simulation application continuation,SAFRP FAKNFAIPKI 1   2S    U  N                    03500N                              140                                 
S,AFR,P,FALA,FA,I,LAI,1,11070,RW07,S25554460,E027561880,0670,S25564980,E027550710,0497,,1033,0000,300,W0200,44,04508,,,,,SAFRP FALAFAILAI 1   111070RW07 S25554460E0275618800670S25564980E0275507100497 10330000300W02004404508                     ,S,Simulation application continuation,SAFRP FALAFAILAI 1   2S    U  N                    04700N                              140                                 
S,AFR,P,FALE,FA,I,TGI,2,10970,RW24,S29373859,E031062057,2440,S29360548,E031074725,1067,,1094,0000,300,W0270,56,00294,,,,,SAFRP FALEFAITGI 2   110970RW24 S29373859E0310620572440S29360548E0310747251067 10940000300W02705600294                     ,S,Simulation application continuation,SAFRP FALEFAITGI 2   2S    U  N                    21700N                              140                                 
S,AFR,P,FALE,FA,I,TNI,2,11130,RW06,S29354461,E031075982,0640,S29372446,E031063848,1263,,1033,0000,300,W0270,58,00290,,,,,SAFRP FALEFAITNI 2   111130RW06 S29354461E0310759820640S29372446E0310638481263 10330000300W02705800290                     ,S,Simulation application continuation,SAFRP FALEFAITNI 2   2S    U  N                    03700N                              140                                 
S,AFR,P,FAOR,FA,I,JAI,2,10990,RW21L,S26100450,E028144970,2160,S26081590,E028152780,1199,,0850,0000,300,W0200,51,05499,,,,,SAFRP FAORFAIJAI 2   110990RW21LS26100450E0281449702160S26081590E0281527801199 08500000300W02005105499                     ,S,Simulation application continuation,SAFRP FAORFAIJAI 2   2S    U  N                    19600N                              140                                 
S,AFR,P,FAOR,FA,I,JBI,2,11090,RW21R,S26090363,E028135851,2150,S26065343,E028144329,1732,,0972,0000,300,W0200,51,05557,,,,,SAFRP FAORFAIJBI 2   111090RW21RS26090363E0281358512150S26065343E0281443291732 09720000300W02005105557                     ,S,Simulation application continuation,SAFRP FAORFAIJBI 2   2S    U  N                    19500N                              140                                 
S,AFR,P,FAOR,FA,I,JNI,2,10910,RW03R,S26075760,E028152890,0360,S26094590,E028150000,0896,,0851,0000,300,W0200,50,05515,,,,,SAFRP FAORFAIJNI 2   110910RW03RS26075760E0281528900360S26094590E0281500000896 08510000300W02005005515                     ,S,Simulation application continuation,SAFRP FAORFAIJNI 2   2S    U  N                    01600N                              140                                 
S,AFR,P,FAOR,FA,I,JSI,2,11030,RW03L,S26061680,E028145020,0340,S26083420,E028140300,1256,,1215,0000,300,W0180,54,05549,,,,,SAFRP FAORFAIJSI 2   111030RW03LS26061680E0281450200340S26083420E0281403001256 12150000300W01805405549                     ,S,Simulation application continuation,SAFRP FAORFAIJSI 2   2S    U  N                    01600N                              140                                 
S,AFR,P,FAPE,FA,I,PDI,2,10950,RW26,S33594288,E025355038,2660,S33591204,E025365878,0954,,0912,0000,300,W0280,50,00192,,,,,SAFRP FAPEFAIPDI 2   110950RW26 S33594288E0253550382660S33591204E0253658780954 09120000300W02805000192                     ,S,Simulation application continuation,SAFRP FAPEFAIPDI 2   2S    U  N                    23800Y                              140                                 
S,AFR,P,FAPE,FA,I,PEI,2,11110,RW08,S33585840,E025371625,0880,S33592842,E025360944,1059,,1155,0000,300,W0300,49,00213,,,,,SAFRP FAPEFAIPEI 2   111110RW08 S33585840E0253716250880S33592842E0253609441059 11550000300W03004900213                     ,S,Simulation application continuation,SAFRP FAPEFAIPEI 2   2S    U  N                    05800Y                              140                                 
S,AFR,P,FBSK,FB,I,GBW,1,10990,RW08,S24323579,E025563364,0780,S24333328,E025542708,1000,,1033,0000,300,W0160,49,03300,,,,,SAFRP FBSKFBIGBW 1   110990RW08 S24323579E0255633640780S24333328E0255427081000 10330000300W01604903300                     ,S,Simulation application continuation,SAFRP FBSKFBIGBW 1   2S    U  N                    06200N                              140                                 
S,AFR,P,FCBB,FC,I,IBV,1,11170,RW05,S04141642,E015155948,0510,S04152174,E015143564,0984,,1094,0000,300,W0010,49,01076,,,,,SAFRP FCBBFCIIBV 1   111170RW05 S04141642E0151559480510S04152174E0151435640984 10940000300W00104901076                     ,S,Simulation application continuation,SAFRP FCBBFCIIBV 1   2S    U  N                    05000N                              140                                 
S,AFR,P,FCOD,FC,I,ILB,1,11090,RW04,S01124401,E015551237,0350,S01141015,E015540689,0984,,0984,0000,300,W0000,49,01092,,,,,SAFRP FCODFCIILB 1   111090RW04 S01124401E0155512370350S01141015E0155406890984 09840000300W00004901092                     ,S,Simulation application continuation,SAFRP FCODFCIILB 1   2S    U  N                    03500N                              140                                 
S,AFR,P,FCPP,FC,I,PN,2,10930,RW17,S04494470,E011532320,1680,S04482520,E011530780,0582,,0971,0000,300,W0020,50,00105,,,,,SAFRP FCPPFCIPN  2   110930RW17 S04494470E0115323201680S04482520E0115307800582 09710000300W00205000105                     ,S,Simulation application continuation,SAFRP FCPPFCIPN  2   2S    U  N                    16600N                              140                                 
S,AFR,P,FDMS,FD,I,IMS,1,10970,RW07,S26311400,E031191200,0730,S26320700,E031180000,0878,,0972,0000,340,W0200,76,02080,,,,,SAFRP FDMSFDIIMS 1   110970RW07 S26311400E0311912000730S26320700E0311800000878 09720000340W02007602080                     ,S,Simulation application continuation,SAFRP FDMSFDIIMS 1   2S    U  N                    05300N                              140                                 
S,AFR,P,FDSK,FD,I,ISK,1,11150,RW20,S26224265,E031430213,1990,S26204459,E031425711,1345,,1154,0000,300,W0200,50,01112,,,,,SAFRP FDSKFDIISK 1   111150RW20 S26224265E0314302131990S26204459E0314257111345 11540000300W02005001112                     ,S,Simulation application continuation,SAFRP FDSKFDIISK 1   2S    U  N                    17900N                              140                                 
S,AFR,P,FEFF,FE,I,BGI,2,11030,RW34,N04245124,E018305571,3440,N04232720,E018312156,1292,,0972,0000,300,E0010,55,01183,,,,,SAFRP FEFFFEIBGI 2   111030RW34 N04245124E0183055713440N04232720E0183121561292 09720000300E00105501183                     ,S,Simulation application continuation,SAFRP FEFFFEIBGI 2   2S    U  N                    34500N                              140                                 
S,AFR,P,FGBT,FG,I,BA,1,10910,RW21,N01531390,E009475390,2090,N01544950,E009483710,0804,,1093,0000,300,W0020,50,00030,,,,,SAFRP FGBTFGIBA  1   110910RW21 N01531390E0094753902090N01544950E0094837100804 10930000300W00205000030                     ,S,Simulation application continuation,SAFRP FGBTFGIBA  1   2S    U  N                    20700N                              140                                 
S,AFR,P,FGMY,FG,I,MY,2,10990,RW18,N01393789,E011013289,1790,N01411464,E011013135,0985,,1093,0000,300,W0020,50,02173,,,,,SAFRP FGMYFGIMY  2   110990RW18 N01393789E0110132891790N01411464E0110131350985 10930000300W00205002173                     ,S,Simulation application continuation,SAFRP FGMYFGIMY  2   2S    U  N                    17700N                              140                                 
S,AFR,P,FGSL,FG,I,MBO,1,10970,RW22,N03443470,E008415142,2240,N03455111,E008425349,0853,,0912,0000,300,W0020,50,00052,,,,,SAFRP FGSLFGIMBO 1   110970RW22 N03443470E0084151422240N03455111E0084253490853 09120000300W00205000052                     ,S,Simulation application continuation,SAFRP FGSLFGIMBO 1   2S    U  N                    22200N                              140                                 
S,AFR,P,FHSH,FH,I,HE,0,10930,RW19,S15570551,W005385007,1990,,,5293,-,,0000,,W0160,,,,,,,SAFRP FHSHFHIHE  0   110930RW19 S15570551W0053850071990                   5293-    0000   W0160                            ,S,Simulation application continuation,SAFRP FHSHFHIHE  0   2S    U  N                    18300N                                                                  
S,AFR,P,FIMP,FI,I,IPL,1,10990,RW14,S20261750,E057420040,1360,S20252990,E057403080,0831,,1033,0000,350,W0180,50,00232,,,,,SAFRP FIMPFIIIPL 1   110990RW14 S20261750E0574200401360S20252990E0574030800831 10330000350W01805000232                     ,S,Simulation application continuation,SAFRP FIMPFIIIPL 1   2S    U  N                    11800N                              140                                 
S,AFR,P,FJDG,FJ,I,INKW,1,10930,RW31,S07181095,E072234008,3100,S07191682,E072251879,1063,,1126,0307,300,W0080,59,00011,,,,,SAFRP FJDGFJIINKW1   110930RW31 S07181095E0722340083100S07191682E0722518791063 11260307300W00805900011                     ,S,Simulation application continuation,SAFRP FJDGFJIINKW1   2S    U  N                    30200N                              140                                 
S,AFR,P,FKKD,FK,I,DL,1,11030,RW30,N04004894,E009421669,2970,N04000207,E009434014,1437,,1078,0000,300,W0000,49,00033,,,,,SAFRP FKKDFKIDL  1   111030RW30 N04004894E0094216692970N04000207E0094340141437 10780000300W00004900033                     ,S,Simulation application continuation,SAFRP FKKDFKIDL  1   2S    U  N                    29700N                              140                                 
S,AFR,P,FKKR,FK,I,GRA,1,10950,RW09,N09201381,E013231944,0850,N09200171,E013212591,1182,,0911,0000,300,E0010,49,00748,,,,,SAFRP FKKRFKIGRA 1   110950RW09 N09201381E0132319440850N09200171E0132125911182 09110000300E00104900748                     ,S,Simulation application continuation,SAFRP FKKRFKIGRA 1   2S    U  N                    08600N                              140                                 
S,AFR,P,FKYS,FK,I,YA,2,10990,RW19,N03421838,E011330107,1900,N03440325,E011332338,0853,,1247,0000,300,E0000,49,02287,,,,,SAFRP FKYSFKIYA  2   110990RW19 N03421838E0113301071900N03440325E0113323380853 12470000300E00004902287                     ,S,Simulation application continuation,SAFRP FKYSFKIYA  2   2S    U  N                    19000N                              140                                 
S,AFR,P,FLKK,FL,I,LO,1,11030,RW10,S15195795,E028283138,1000,S15194158,E028261465,1557,,1033,0000,300,W0050,50,03812,,,,,SAFRP FLKKFLILO  1   111030RW10 S15195795E0282831381000S15194158E0282614651557 10330000300W00505003812                     ,S,Simulation application continuation,SAFRP FLKKFLILO  1   2S    U  N                    09500Y                              140                                 
S,AFR,P,FLSK,FL,I,CO,1,10930,RW09,S12574206,E028320688,0930,S12573883,E028301050,1026,,0971,0000,300,W0040,49,04304,,,,,SAFRP FLSKFLICO  1   110930RW09 S12574206E0283206880930S12573883E0283010501026 09710000300W00404904304                     ,S,Simulation application continuation,SAFRP FLSKFLICO  1   2S    U  N                    08900N                              140                                 
S,AFR,P,FMCH,FM,I,HA,2,11030,RW02,S11310882,E043162794,0160,S11323613,E043160824,0591,,1083,0000,300,W0060,50,00075,,,,,SAFRP FMCHFMIHA  2   111030RW02 S11310882E0431627940160S11323613E0431608240591 10830000300W00605000075                     ,S,Simulation application continuation,SAFRP FMCHFMIHA  2   2S    U  N                    01000N                              140                                 
S,AFR,P,FMEE,FM,I,SD,1,11030,RW14,S20534620,E055314690,1360,S20530570,E055302960,0973,,0971,0000,300,W0190,58,00085,,,,,SAFRP FMEEFMISD  1   111030RW14 S20534620E0553146901360S20530570E0553029600973 09710000300W01905800085                     ,S,Simulation application continuation,SAFRP FMEEFMISD  1   2S    U  N                    11700N                              140                                 
S,AFR,P,FMMI,FM,I,IO,1,10950,RW11,S18475763,E047294196,1140,S18474700,E047280409,0577,,1378,0000,300,W0150,49,04211,,,,,SAFRP FMMIFMIIO  1   110950RW11 S18475763E0472941961140S18474700E0472804090577 13780000300W01504904211                     ,S,Simulation application continuation,SAFRP FMMIFMIIO  1   2S    U  N                    09900Y                              140                                 
S,AFR,P,FMMT,FM,I,TO,2,11030,RW19,S18071940,E049233840,1890,S18060790,E049233470,0951,,0968,0000,300,W0150,50,00059,,,,,SAFRP FMMTFMITO  2   111030RW19 S18071940E0492338401890S18060790E0492334700951 09680000300W01505000059                     ,S,Simulation application continuation,SAFRP FMMTFMITO  2   2S    U  N                    17400N                              140                                 
S,AFR,P,FNBJ,FN,I,IAN,1,11070,RW24R,S09033080,E013282250,2360,S09021460,E013295906,0935,,1050,0000,300,W0030,50,00551,,,,,SAFRP FNBJFNIIAN 1   111070RW24RS09033080E0132822502360S09021460E0132959060935 10500000300W00305000551                     ,S,Simulation application continuation,SAFRP FNBJFNIIAN 1   2S    U  N                    23300N                              140                                 
S,AFR,P,FNBJ,FN,I,IBJ,2,11130,RW24L,S09042030,E013291610,2360,S09030580,E013310250,0934,,1033,0000,300,W0030,50,00551,,,,,SAFRP FNBJFNIIBJ 2   111130RW24LS09042030E0132916102360S09030580E0133102500934 10330000300W00305000551                     ,S,Simulation application continuation,SAFRP FNBJFNIIBJ 2   2S    U  N                    23300N                              140                                 
